experiment_run_id,manifest_id,episode_id,seed,method,retrieved_record_count,retrieved_statuses,retrieved_nonaccepted_count,initial_memory_used,post_probe_memory_used,initial_tool,post_probe_tool,initial_mechanism_hypothesis,post_probe_mechanism_hypothesis,initial_confidence,post_probe_confidence,predicted_verification_status,actual_verification_status,prediction_exact,selected_skill,initial_hypothesis_differs_from_stateless,post_probe_hypothesis_differs_from_stateless,post_probe_confidence_differs_from_stateless,prediction_differs_from_stateless,skill_differs_from_stateless,outcome_differs_from_stateless
probemem_phase_c_20260731T155344Z_f7176579eb82,97fffbc4fe1c44b8b920b791d621bd574678c56593edd8312e91ec142e3582e0,1,720,stateless_online_llm,0,,0,False,False,request_diagnostic_probe,select_intervention_skill,stochastic_or_unstable_response,stable_bias,medium,medium,ACCEPTED,REJECTED,False,BOUNDED_PLANAR_COMPENSATION,False,False,False,False,False,False
probemem_phase_c_20260731T155344Z_f7176579eb82,97fffbc4fe1c44b8b920b791d621bd574678c56593edd8312e91ec142e3582e0,1,720,raw_episodic_retrieval_development_only,0,,0,False,False,request_diagnostic_probe,select_intervention_skill,insufficient_evidence,stable_bias,medium,medium,ACCEPTED,REJECTED,False,BOUNDED_PLANAR_COMPENSATION,True,False,False,False,False,False
probemem_phase_c_20260731T155344Z_f7176579eb82,97fffbc4fe1c44b8b920b791d621bd574678c56593edd8312e91ec142e3582e0,1,720,verified_episodic_retrieval,0,,0,False,False,request_diagnostic_probe,select_intervention_skill,insufficient_evidence,stable_bias,medium,medium,ACCEPTED,REJECTED,False,BOUNDED_PLANAR_COMPENSATION,True,False,False,False,False,False
probemem_phase_c_20260731T155344Z_f7176579eb82,97fffbc4fe1c44b8b920b791d621bd574678c56593edd8312e91ec142e3582e0,2,721,stateless_online_llm,0,,0,False,False,request_diagnostic_probe,select_intervention_skill,insufficient_evidence,stable_bias,medium,medium,ACCEPTED,ACCEPTED,True,BOUNDED_PLANAR_COMPENSATION,False,False,False,False,False,False
probemem_phase_c_20260731T155344Z_f7176579eb82,97fffbc4fe1c44b8b920b791d621bd574678c56593edd8312e91ec142e3582e0,2,721,raw_episodic_retrieval_development_only,1,REJECTED,1,True,True,request_diagnostic_probe,select_intervention_skill,stochastic_or_unstable_response,stable_bias,medium,medium,INCONCLUSIVE,ACCEPTED,False,BOUNDED_PLANAR_COMPENSATION,True,False,False,True,False,False
probemem_phase_c_20260731T155344Z_f7176579eb82,97fffbc4fe1c44b8b920b791d621bd574678c56593edd8312e91ec142e3582e0,2,721,verified_episodic_retrieval,0,,0,False,False,request_diagnostic_probe,select_intervention_skill,insufficient_evidence,stable_bias,medium,medium,ACCEPTED,ACCEPTED,True,BOUNDED_PLANAR_COMPENSATION,False,False,False,False,False,False
probemem_phase_c_20260731T155344Z_f7176579eb82,97fffbc4fe1c44b8b920b791d621bd574678c56593edd8312e91ec142e3582e0,3,722,stateless_online_llm,0,,0,False,False,request_diagnostic_probe,select_intervention_skill,insufficient_evidence,stable_bias,medium,medium,ACCEPTED,ACCEPTED,True,BOUNDED_PLANAR_COMPENSATION,False,False,False,False,False,False
probemem_phase_c_20260731T155344Z_f7176579eb82,97fffbc4fe1c44b8b920b791d621bd574678c56593edd8312e91ec142e3582e0,3,722,raw_episodic_retrieval_development_only,2,ACCEPTED|REJECTED,1,True,True,request_diagnostic_probe,select_intervention_skill,insufficient_evidence,stable_bias,medium,medium,ACCEPTED,ACCEPTED,True,BOUNDED_PLANAR_COMPENSATION,False,False,False,False,False,False
probemem_phase_c_20260731T155344Z_f7176579eb82,97fffbc4fe1c44b8b920b791d621bd574678c56593edd8312e91ec142e3582e0,3,722,verified_episodic_retrieval,1,ACCEPTED,0,True,True,request_diagnostic_probe,select_intervention_skill,insufficient_evidence,stable_bias,medium,high,ACCEPTED,ACCEPTED,True,BOUNDED_PLANAR_COMPENSATION,False,False,True,False,False,False
probemem_phase_c_20260731T155344Z_f7176579eb82,97fffbc4fe1c44b8b920b791d621bd574678c56593edd8312e91ec142e3582e0,4,723,stateless_online_llm,0,,0,False,False,request_diagnostic_probe,select_intervention_skill,insufficient_evidence,stable_bias,medium,medium,ACCEPTED,INCONCLUSIVE,False,BOUNDED_PLANAR_COMPENSATION,False,False,False,False,False,False
probemem_phase_c_20260731T155344Z_f7176579eb82,97fffbc4fe1c44b8b920b791d621bd574678c56593edd8312e91ec142e3582e0,4,723,raw_episodic_retrieval_development_only,3,ACCEPTED|REJECTED|ACCEPTED,1,True,True,request_diagnostic_probe,select_intervention_skill,stochastic_or_unstable_response,stable_bias,medium,medium,ACCEPTED,INCONCLUSIVE,False,BOUNDED_PLANAR_COMPENSATION,True,False,False,False,False,False
probemem_phase_c_20260731T155344Z_f7176579eb82,97fffbc4fe1c44b8b920b791d621bd574678c56593edd8312e91ec142e3582e0,4,723,verified_episodic_retrieval,2,ACCEPTED|ACCEPTED,0,True,True,request_diagnostic_probe,select_intervention_skill,stochastic_or_unstable_response,stable_bias,medium,medium,ACCEPTED,INCONCLUSIVE,False,BOUNDED_PLANAR_COMPENSATION,True,False,False,False,False,False
probemem_phase_c_20260731T155344Z_f7176579eb82,97fffbc4fe1c44b8b920b791d621bd574678c56593edd8312e91ec142e3582e0,7,726,stateless_online_llm,0,,0,False,False,request_diagnostic_probe,select_intervention_skill,insufficient_evidence,stable_bias,medium,medium,ACCEPTED,ACCEPTED,True,BOUNDED_PLANAR_COMPENSATION,False,False,False,False,False,False
probemem_phase_c_20260731T155344Z_f7176579eb82,97fffbc4fe1c44b8b920b791d621bd574678c56593edd8312e91ec142e3582e0,7,726,raw_episodic_retrieval_development_only,3,REJECTED|ACCEPTED|INCONCLUSIVE,2,True,True,request_diagnostic_probe,select_intervention_skill,stochastic_or_unstable_response,stable_bias,medium,medium,INCONCLUSIVE,ACCEPTED,False,BOUNDED_PLANAR_COMPENSATION,True,False,False,True,False,False
probemem_phase_c_20260731T155344Z_f7176579eb82,97fffbc4fe1c44b8b920b791d621bd574678c56593edd8312e91ec142e3582e0,7,726,verified_episodic_retrieval,2,ACCEPTED|ACCEPTED,0,True,True,request_diagnostic_probe,select_intervention_skill,insufficient_evidence,stable_bias,medium,medium,ACCEPTED,ACCEPTED,True,BOUNDED_PLANAR_COMPENSATION,False,False,False,False,False,False
probemem_phase_c_20260731T155344Z_f7176579eb82,97fffbc4fe1c44b8b920b791d621bd574678c56593edd8312e91ec142e3582e0,9,728,stateless_online_llm,0,,0,False,False,request_diagnostic_probe,select_intervention_skill,insufficient_evidence,stable_bias,medium,medium,ACCEPTED,REJECTED,False,BOUNDED_PLANAR_COMPENSATION,False,False,False,False,False,False
probemem_phase_c_20260731T155344Z_f7176579eb82,97fffbc4fe1c44b8b920b791d621bd574678c56593edd8312e91ec142e3582e0,9,728,raw_episodic_retrieval_development_only,3,REJECTED|ACCEPTED|ACCEPTED,1,True,True,request_diagnostic_probe,select_intervention_skill,insufficient_evidence,stable_bias,medium,medium,ACCEPTED,REJECTED,False,BOUNDED_PLANAR_COMPENSATION,False,False,False,False,False,False
probemem_phase_c_20260731T155344Z_f7176579eb82,97fffbc4fe1c44b8b920b791d621bd574678c56593edd8312e91ec142e3582e0,9,728,verified_episodic_retrieval,3,ACCEPTED|ACCEPTED|ACCEPTED,0,True,True,request_diagnostic_probe,select_intervention_skill,stochastic_or_unstable_response,stable_bias,medium,medium,ACCEPTED,REJECTED,False,BOUNDED_PLANAR_COMPENSATION,True,False,False,False,False,False
probemem_phase_c_20260731T155344Z_f7176579eb82,97fffbc4fe1c44b8b920b791d621bd574678c56593edd8312e91ec142e3582e0,13,732,stateless_online_llm,0,,0,False,False,request_diagnostic_probe,select_intervention_skill,insufficient_evidence,stable_bias,medium,medium,ACCEPTED,ACCEPTED,True,BOUNDED_PLANAR_COMPENSATION,False,False,False,False,False,False
probemem_phase_c_20260731T155344Z_f7176579eb82,97fffbc4fe1c44b8b920b791d621bd574678c56593edd8312e91ec142e3582e0,13,732,raw_episodic_retrieval_development_only,3,INCONCLUSIVE|REJECTED|ACCEPTED,2,True,True,request_diagnostic_probe,select_intervention_skill,insufficient_evidence,stable_bias,medium,medium,INCONCLUSIVE,ACCEPTED,False,BOUNDED_PLANAR_COMPENSATION,False,False,False,True,False,False
probemem_phase_c_20260731T155344Z_f7176579eb82,97fffbc4fe1c44b8b920b791d621bd574678c56593edd8312e91ec142e3582e0,13,732,verified_episodic_retrieval,3,ACCEPTED|ACCEPTED|ACCEPTED,0,True,True,request_diagnostic_probe,select_intervention_skill,insufficient_evidence,stable_bias,medium,high,ACCEPTED,ACCEPTED,True,BOUNDED_PLANAR_COMPENSATION,False,False,True,False,False,False
probemem_phase_c_20260731T155344Z_f7176579eb82,97fffbc4fe1c44b8b920b791d621bd574678c56593edd8312e91ec142e3582e0,14,733,stateless_online_llm,0,,0,False,False,request_diagnostic_probe,select_intervention_skill,insufficient_evidence,stable_bias,medium,medium,ACCEPTED,INCONCLUSIVE,False,BOUNDED_PLANAR_COMPENSATION,False,False,False,False,False,False
probemem_phase_c_20260731T155344Z_f7176579eb82,97fffbc4fe1c44b8b920b791d621bd574678c56593edd8312e91ec142e3582e0,14,733,raw_episodic_retrieval_development_only,3,INCONCLUSIVE|REJECTED|ACCEPTED,2,True,True,request_diagnostic_probe,select_intervention_skill,stochastic_or_unstable_response,stable_bias,medium,medium,INCONCLUSIVE,INCONCLUSIVE,True,BOUNDED_PLANAR_COMPENSATION,True,False,False,True,False,False
probemem_phase_c_20260731T155344Z_f7176579eb82,97fffbc4fe1c44b8b920b791d621bd574678c56593edd8312e91ec142e3582e0,14,733,verified_episodic_retrieval,3,ACCEPTED|ACCEPTED|ACCEPTED,0,True,True,request_diagnostic_probe,select_intervention_skill,insufficient_evidence,stable_bias,medium,high,ACCEPTED,INCONCLUSIVE,False,BOUNDED_PLANAR_COMPENSATION,False,False,True,False,False,False
probemem_phase_c_20260731T155344Z_f7176579eb82,97fffbc4fe1c44b8b920b791d621bd574678c56593edd8312e91ec142e3582e0,18,737,stateless_online_llm,0,,0,False,False,request_diagnostic_probe,select_intervention_skill,stochastic_or_unstable_response,stable_bias,medium,medium,ACCEPTED,ACCEPTED,True,BOUNDED_PLANAR_COMPENSATION,False,False,False,False,False,False
probemem_phase_c_20260731T155344Z_f7176579eb82,97fffbc4fe1c44b8b920b791d621bd574678c56593edd8312e91ec142e3582e0,18,737,raw_episodic_retrieval_development_only,3,REJECTED|REJECTED|ACCEPTED,2,True,True,request_diagnostic_probe,select_intervention_skill,stochastic_or_unstable_response,stable_bias,medium,medium,INCONCLUSIVE,ACCEPTED,False,BOUNDED_PLANAR_COMPENSATION,False,False,False,True,False,False
probemem_phase_c_20260731T155344Z_f7176579eb82,97fffbc4fe1c44b8b920b791d621bd574678c56593edd8312e91ec142e3582e0,18,737,verified_episodic_retrieval,3,ACCEPTED|ACCEPTED|ACCEPTED,0,True,True,request_diagnostic_probe,select_intervention_skill,stochastic_or_unstable_response,stable_bias,medium,high,ACCEPTED,ACCEPTED,True,BOUNDED_PLANAR_COMPENSATION,False,False,True,False,False,False
